,Names,"Elastic (Young's, Tensile) Modulus",Elongation at Break,Poisson's Ratio,Shear Modulus,Tensile Strength: Ultimate (UTS),Tensile Strength: Yield (Proof),Latent Heat of Fusion,Melting Completion (Liquidus),Melting Onset (Solidus),Specific Heat Capacity,Thermal Conductivity,Thermal Expansion,Electrical Conductivity: Equal Volume,Electrical Conductivity: Equal Weight (Specific),Base Metal Price,Density,Embodied Carbon,Embodied Energy,Embodied Water,Resilience: Ultimate (Unit Rupture Work),Resilience: Unit (Modulus of Resilience),Stiffness to Weight: Axial,Stiffness to Weight: Bending,Strength to Weight: Axial,Strength to Weight: Bending,Thermal Diffusivity,Thermal Shock Resistance,Iron (Fe)Fe,Nickel (Ni)Ni,Manganese (Mn)Mn,Molybdenum (Mo)Mo,Silicon (Si)Si,Copper (Cu)Cu,Carbon (C)C,Chromium (Cr)Cr,Vanadium (V)V,Phosphorus (P)P,Sulfur (S)S,PREN (Pitting Resistance),Niobium (Nb)Nb,Nitrogen (N)N,Aluminum (Al)Al,Titanium (Ti)Ti,Zirconium (Zr)Zr,Brinell Hardness,Fatigue Strength,Maximum Temperature: Mechanical,Impact Strength: V-Notched Charpy,Tungsten (W)W,Maximum Temperature: Corrosion,Selenium (Se)Se,Cobalt (Co)Co,Magnesium (Mg)Mg,Tin (Sn)Sn,Arsenic (As)As,Shear Strength,Calcium (Ca)Ca,Boron (B)B,Oxygen (O)O,Tantalum (Ta)Ta,Cerium (Ce)Ce,Lanthanum (La)La,Lead (Pb)Pb,Zinc (Zn)Zn
49,EN-1.5419-G20Mo5-Cast-Steel,190.0,25.0,0.29,73.0,540.0,270.0,250,1460,1420,470,49.0,13.0,7.2,8.2,2.4,7.8,1.5,20,48,110.0,200.0,13.0,24.0,19.0,19.0,13.0,16.0,98.25,0.0,0.75,0.5,0.3,0.0,0.19,0.0,0.0,0.0125,0.015,,0.0,0.0,0.0,0.0,0.0,160.0,200.0,410.0,31.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,EN-1.5422-G18Mo5-Cast-Steel,190.0,26.0,0.29,73.0,520.0,270.0,250,1460,1420,470,39.0,13.0,7.3,8.4,2.7,7.9,1.6,22,50,110.0,200.0,13.0,24.0,18.0,18.0,10.0,15.0,97.44999999999999,0.2,1.0,0.55,0.3,0.15,0.175,0.15,0.025,0.01,0.01,,0.0,0.0,0.0,0.0,0.0,150.0,200.0,410.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,EN-1.5636-G9Ni10-Cast-Steel,190.0,27.0,0.29,73.0,560.0,310.0,250,1460,1420,470,52.0,13.0,7.6,8.7,3.6,7.9,1.7,23,52,130.0,260.0,13.0,24.0,20.0,19.0,14.0,16.0,96.0,2.5,0.65,0.1,0.3,0.15,0.09,0.15,0.025,0.01,0.0075,,0.0,0.0,0.0,0.0,0.0,170.0,230.0,410.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,EN-1.5638-G9Ni14-Cast-Steel,190.0,23.0,0.29,73.0,580.0,410.0,250,1460,1420,470,52.0,13.0,7.6,8.7,4.0,7.9,1.7,23,52,120.0,450.0,13.0,24.0,20.0,20.0,14.0,17.0,95.4,3.5,0.65,0.0,0.3,0.0,0.09,0.0,0.0,0.01,0.0075,,0.0,0.0,0.0,0.0,0.0,170.0,290.0,410.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,EN-1.5681-GX9Ni5-Cast-Steel,190.0,20.0,0.29,73.0,630.0,430.0,250,1460,1420,470,48.0,13.0,7.9,9.0,5.0,7.9,1.9,25,55,110.0,490.0,13.0,24.0,22.0,21.0,13.0,19.0,93.9,5.0,0.65,0.0,0.3,0.0,0.09,0.0,0.0,0.01,0.01,,0.0,0.0,0.0,0.0,0.0,190.0,300.0,420.0,110.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,EN-1.6220-G20Mn5-Cast-Steel,190.0,24.0,0.29,73.0,565.0,340.0,250,1460,1420,470,52.0,13.0,7.3,8.4,2.1,7.8,1.5,19,48,115.0,305.0,13.0,24.0,19.5,19.5,14.0,16.5,97.75,0.4,1.3,0.0,0.3,0.0,0.2,0.0,0.0,0.01,0.015,,0.0,0.0,0.0,0.0,0.0,170.0,245.0,400.0,53.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,EN-1.6553-G25NiCrMo3-Cast-Steel,190.0,20.0,0.29,73.0,755.0,570.0,250,1460,1420,470,39.0,13.0,7.5,8.6,2.7,7.8,1.6,21,51,140.0,895.0,13.0,24.0,26.5,23.5,10.0,22.0,96.9,0.6000000000000001,0.8,0.22499999999999998,0.4,0.15,0.255,0.6000000000000001,0.015,0.015,0.0125,,0.0,0.0,0.0,0.0,0.0,225.0,395.0,420.0,30.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,EN-1.6554-G25NiCrMo6-Cast-Steel,190.0,19.0,0.29,73.0,855.0,670.0,250,1460,1420,470,40.0,13.0,7.6,8.7,3.4,7.9,1.7,22,53,145.0,1230.0,13.0,24.0,30.0,25.5,11.0,25.0,95.94999999999999,1.5,0.75,0.25,0.3,0.15,0.255,0.8,0.015,0.015,0.0125,,0.0,0.0,0.0,0.0,0.0,255.0,450.0,420.0,37.5,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,EN-1.6570-G32NiCrMo8-5-4-Cast-Steel,190.0,14.0,0.29,73.0,1020.0,910.0,250,1460,1420,470,40.0,13.0,7.7,8.8,3.9,7.9,1.7,23,56,130.0,2265.0,13.0,24.0,36.0,29.0,11.0,30.0,95.1,1.85,0.8,0.4,0.3,0.0,0.315,1.2,0.0,0.01,0.0075,2.5,0.0,0.0,0.0,0.0,0.0,305.0,580.0,440.0,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,EN-1.6579-G35CrNiMo6-6-Cast-Steel,190.0,12.5,0.29,73.0,915.0,755.0,250,1460,1410,470,39.0,13.0,7.7,8.8,3.7,7.8,1.7,22,56,110.0,1580.0,13.0,24.0,32.5,26.5,11.0,27.0,95.15,1.5499999999999998,0.8,0.25,0.3,0.0,0.35,1.5499999999999998,0.0,0.0125,0.015,2.4,0.0,0.0,0.0,0.0,0.0,275.0,475.0,440.0,38.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,EN-1.6750-G20NiMoCr4-Cast-Steel,190.0,18.0,0.29,73.0,650.0,460.0,250,1460,1420,470,39.0,13.0,7.5,8.6,3.3,7.9,1.7,22,52,110.0,570.0,13.0,24.0,23.0,21.0,10.0,19.0,96.4,1.0,1.0,0.6000000000000001,0.3,0.0,0.2,0.4,0.0,0.0125,0.015,2.4,0.0,0.0,0.0,0.0,0.0,190.0,310.0,420.0,46.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,EN-1.6771-G30NiCrMo14-Cast-Steel,190.0,8.35,0.29,73.0,1055.0,940.0,250,1460,1420,470,46.0,13.0,8.0,9.2,5.0,7.9,1.9,25,58,84.0,2455.0,13.0,24.0,37.0,29.0,13.0,31.0,93.6,3.5,0.8,0.44999999999999996,0.3,0.0,0.30000000000000004,1.0,0.0,0.015,0.01,2.5,0.0,0.0,0.0,0.0,0.0,315.0,560.0,440.0,26.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,EN-1.6781-G17NiCrMo13-6-Cast-Steel,190.0,17.0,0.29,73.0,830.0,680.0,260,1460,1420,470,44.0,13.0,7.9,9.1,5.0,7.9,1.9,25,60,130.0,1220.0,13.0,24.0,29.0,25.0,12.0,24.0,93.6,3.25,0.675,0.525,0.25,0.0,0.16999999999999998,1.55,0.0,0.0075,0.0075,3.3,0.0,0.0,0.0,0.0,0.0,250.0,450.0,450.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,EN-1.7221-G26CrMo4-Cast-Steel,190.0,14.0,0.29,73.0,715.0,530.0,250,1460,1420,470,44.0,13.0,7.3,8.4,2.4,7.8,1.5,20,51,90.5,770.0,13.0,24.0,25.0,22.5,12.0,21.0,97.55,0.0,0.65,0.22499999999999998,0.3,0.0,0.255,1.0,0.0,0.0125,0.015,,0.0,0.0,0.0,0.0,0.0,215.0,340.0,420.0,29.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,EN-1.7230-G34CrMo4-Cast-Steel,190.0,11.5,0.29,73.0,815.0,625.0,250,1460,1420,470,44.0,13.0,7.3,8.4,2.4,7.8,1.5,20,51,88.0,1080.0,13.0,24.0,29.0,25.0,12.0,24.0,97.5,0.0,0.65,0.22499999999999998,0.3,0.0,0.33499999999999996,1.0,0.0,0.0125,0.015,,0.0,0.0,0.0,0.0,0.0,245.0,390.0,420.0,29.5,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,EN-1.7231-G42CrMo4-Cast-Steel,190.0,11.5,0.29,73.0,860.0,685.0,250,1460,1420,470,46.0,13.0,7.3,8.4,2.5,7.8,1.5,20,51,93.5,1285.0,13.0,24.0,30.5,25.5,12.0,25.0,97.25,0.0,0.8,0.22499999999999998,0.3,0.0,0.41500000000000004,1.0,0.0,0.0125,0.015,,0.0,0.0,0.0,0.0,0.0,260.0,430.0,420.0,29.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,EN-1.7357-G17CrMo5-5-Cast-Steel,190.0,23.0,0.29,73.0,590.0,360.0,250,1460,1420,470,41.0,13.0,7.4,8.5,2.9,7.8,1.6,21,53,120.0,340.0,13.0,24.0,21.0,20.0,11.0,17.0,96.95,0.0,0.75,0.55,0.3,0.0,0.175,1.25,0.0,0.0125,0.015,3.1,0.0,0.0,0.0,0.0,0.0,180.0,260.0,430.0,30.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,EN-1.7365-GX15CrMo5-Cast-Steel,190.0,18.0,0.29,74.0,700.0,470.0,260,1460,1420,470,40.0,13.0,8.2,9.4,4.4,7.8,1.8,24,70,110.0,580.0,14.0,25.0,25.0,22.0,11.0,20.0,93.05000000000001,0.0,0.65,0.55,0.4,0.15,0.155,5.0,0.025,0.0125,0.0125,6.8,0.0,0.0,0.0,0.0,0.0,210.0,320.0,510.0,31.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,EN-1.7367-GX10CrMoV9-1-Cast-Steel,190.0,18.0,0.28,75.0,670.0,460.0,270,1460,1420,470,26.0,13.0,8.9,10.0,7.0,7.8,2.6,37,88,110.0,560.0,14.0,25.0,24.0,22.0,6.9,19.0,88.8,0.2,0.44999999999999996,0.9750000000000001,0.35,0.0,0.1,8.75,0.215,0.015,0.005,13.0,0.08,0.05,0.01,0.005,0.005,200.0,310.0,600.0,31.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,EN-1.7376-GX15CrMo9-1-Cast-Steel,190.0,20.0,0.28,75.0,710.0,460.0,270,1460,1410,470,26.0,13.0,9.2,11.0,6.5,7.8,2.1,29,88,130.0,560.0,14.0,25.0,25.0,23.0,6.9,20.0,88.4,0.2,0.5,1.05,0.5,0.15,0.155,9.0,0.025,0.015,0.015,12.0,0.0,0.0,0.0,0.0,0.0,210.0,320.0,600.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,EN-1.7379-G17CrMo9-10-Cast-Steel,190.0,21.0,0.29,74.0,670.0,460.0,260,1470,1420,470,39.0,13.0,7.6,8.8,3.8,7.8,1.8,23,59,120.0,550.0,13.0,24.0,24.0,22.0,11.0,19.0,95.5,0.0,0.7,1.05,0.3,0.0,0.165,2.25,0.0,0.0125,0.015,5.7,0.0,0.0,0.0,0.0,0.0,200.0,320.0,460.0,45.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,EN-1.7706-G17CrMoV5-10-Cast-Steel,190.0,17.0,0.29,73.0,690.0,500.0,260,1470,1430,470,40.0,13.0,7.6,8.7,3.7,7.9,2.3,32,57,110.0,670.0,13.0,24.0,24.0,22.0,11.0,20.0,95.9,0.2,0.7,1.0,0.3,0.15,0.175,1.35,0.25,0.01,0.0075,4.7,0.0,0.0,0.0,0.0,0.0,210.0,330.0,440.0,30.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,EN-1.7710-G15CrMoV6-9-Cast-Steel,190.0,8.9,0.29,73.0,1000.0,930.0,260,1470,1430,470,41.0,13.0,7.5,8.6,3.5,7.8,2.2,30,57,86.5,2325.0,13.0,24.0,35.5,28.5,11.0,29.0,96.05,0.0,0.8,0.9,0.3,0.0,0.15,1.55,0.2,0.0125,0.015,4.5,0.0,0.0,0.0,0.0,0.0,300.0,560.0,440.0,30.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,EN-1.7720-G12MoCrV5-2-Cast-Steel,190.0,19.0,0.29,73.0,590.0,340.0,250,1470,1430,470,40.0,13.0,7.3,8.4,2.8,7.9,2.2,30,51,97.0,300.0,13.0,24.0,21.0,20.0,11.0,17.0,97.6,0.2,0.55,0.5,0.225,0.15,0.125,0.4,0.26,0.015,0.01,2.1,0.0,0.0,0.0,0.0,0.0,180.0,230.0,410.0,30.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,EN-1.7725-G30CrMoV6-4-Cast-Steel,190.0,14.0,0.29,73.0,915.0,735.0,250,1460,1420,470,39.0,13.0,7.4,8.6,2.9,7.8,1.8,24,54,120.0,1460.0,13.0,24.0,32.0,26.5,11.0,26.5,96.6,0.0,0.8,0.4,0.3,0.0,0.30500000000000005,1.5,0.1,0.0125,0.015,2.8,0.0,0.0,0.0,0.0,0.0,275.0,470.0,440.0,34.5,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,ACI-ASTM-CE30-J93423-Cast-Stainless-Steel,200.0,11.0,0.27,79.0,630.0,310.0,310,1410,1360,490,14.0,17.0,2.1,2.4,19.0,7.7,3.4,49,180,59.0,240.0,15.0,25.0,23.0,21.0,3.6,13.0,60.55,9.5,0.75,0.0,1.0,0.0,0.15,28.0,0.0,0.02,0.02,28.0,0.0,0.0,0.0,0.0,0.0,180.0,170.0,1100.0,,0.0,460.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,ACI-ASTM-CF10SMnN-J92972-Cast-Stainless-Steel,190.0,34.0,0.28,75.0,660.0,330.0,340,1360,1310,500,,16.0,,,15.0,7.5,3.1,45,150,180.0,280.0,14.0,26.0,24.0,22.0,,15.0,62.25,8.5,8.0,0.0,4.0,0.0,0.05,17.0,0.0,0.03,0.015,19.0,0.0,0.13,0.0,0.0,0.0,190.0,260.0,900.0,,0.0,410.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,ACI-ASTM-CF16F-J92701-Cast-Stainless-Steel,200.0,50.0,0.28,77.0,530.0,280.0,300,1420,1400,480,16.0,16.0,2.0,2.3,18.0,7.8,3.4,47,150,220.0,190.0,14.0,25.0,19.0,19.0,4.3,12.0,67.05,10.5,0.75,0.75,1.0,0.0,0.08,19.5,0.0,0.085,0.02,22.0,0.0,0.0,0.0,0.0,0.0,150.0,270.0,980.0,,0.0,420.0,0.275,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,ACI-ASTM-CF16Fa-Cast-Stainless-Steel,200.0,28.0,0.28,77.0,540.0,230.0,300,1420,1370,480,16.0,16.0,2.1,2.4,17.0,7.8,3.3,47,150,120.0,140.0,14.0,25.0,19.0,19.0,4.2,12.0,67.25,10.5,0.75,0.6000000000000001,1.0,0.0,0.08,19.5,0.0,0.02,0.30000000000000004,21.0,0.0,0.0,0.0,0.0,0.0,160.0,170.0,980.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,ACI-ASTM-CF20-SCS12-J92602-Cast-Stainless-Steel,200.0,50.0,0.28,77.0,530.0,250.0,300,1420,1410,480,16.0,17.0,2.0,2.3,16.0,7.8,3.1,44,150,220.0,160.0,14.0,25.0,19.0,19.0,4.3,11.0,69.1,9.5,0.75,0.0,1.0,0.0,0.1,19.5,0.0,0.02,0.02,20.0,0.0,0.0,0.0,0.0,0.0,160.0,240.0,970.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,ACI-ASTM-CF3-SCS19-SCS19A-J92500-Cast-Stainless-Steel,200.0,60.0,0.28,77.0,510.0,250.0,300,1420,1450,480,16.0,16.0,2.0,2.3,16.0,7.8,3.2,45,150,250.0,160.0,14.0,25.0,18.0,18.0,4.3,11.0,68.95,10.0,0.75,0.25,1.0,0.0,0.015,19.0,0.0,0.02,0.02,20.0,0.0,0.0,0.0,0.0,0.0,140.0,270.0,960.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,ACI-ASTM-CF3M-SCS16A-J92800-Cast-Stainless-Steel,200.0,55.0,0.28,78.0,520.0,260.0,300,1440,1430,470,16.0,15.0,2.0,2.3,19.0,7.9,3.8,53,160,240.0,170.0,14.0,25.0,18.0,18.0,4.3,12.0,65.95,11.0,0.75,2.5,0.75,0.0,0.015,19.0,0.0,0.02,0.02,27.0,0.0,0.0,0.0,0.0,0.0,150.0,270.0,990.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,ACI-ASTM-CF3MN-J92804-Cast-Stainless-Steel,200.0,39.0,0.28,78.0,580.0,290.0,300,1440,1390,480,15.0,16.0,2.1,2.4,19.0,7.8,3.9,53,160,190.0,210.0,14.0,25.0,20.0,20.0,4.1,13.0,65.30000000000001,11.0,0.75,2.5,0.75,0.0,0.015,19.5,0.0,0.02,0.02,30.0,0.0,0.15000000000000002,0.0,0.0,0.0,170.0,250.0,1010.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,ACI-ASTM-CF8-SCS13-SCS13A-J92600-Cast-Stainless-Steel,200.0,55.0,0.28,77.0,540.0,260.0,300,1420,1430,480,16.0,15.0,2.0,2.3,16.0,7.8,3.1,44,150,240.0,160.0,14.0,25.0,19.0,19.0,4.3,13.0,68.9,9.5,0.75,0.25,1.0,0.0,0.04,19.5,0.0,0.02,0.02,20.0,0.0,0.0,0.0,0.0,0.0,140.0,260.0,980.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,ACI-ASTM-CF8C-SCS21-J92710-Cast-Stainless-Steel,200.0,40.0,0.28,77.0,530.0,260.0,300,1420,1430,480,16.0,17.0,2.0,2.3,19.0,7.8,3.7,53,150,180.0,170.0,14.0,25.0,19.0,19.0,4.3,11.0,67.4,10.5,0.75,0.25,1.0,0.0,0.04,19.5,0.0,0.02,0.02,20.0,0.5,0.0,0.0,0.0,0.0,150.0,220.0,980.0,,0.0,490.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,ACI-ASTM-CF8M-SCS14-SCS14A-J92900-Cast-Stainless-Steel,200.0,50.0,0.28,78.0,540.0,290.0,300,1440,1400,480,16.0,16.0,2.0,2.3,19.0,7.8,3.8,53,160,230.0,210.0,14.0,25.0,19.0,19.0,4.3,12.0,65.65,10.5,0.75,2.5,1.0,0.0,0.04,19.5,0.0,0.02,0.02,28.0,0.0,0.0,0.0,0.0,0.0,170.0,280.0,1000.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,ACI-ASTM-CG12-J93001-Cast-Stainless-Steel,200.0,40.0,0.28,78.0,550.0,220.0,300,1410,1370,480,15.0,16.0,2.1,2.4,18.0,7.8,3.3,48,160,180.0,120.0,14.0,25.0,20.0,19.0,4.0,12.0,65.15,11.5,0.75,0.0,1.0,0.0,0.06,21.5,0.0,0.02,0.02,22.0,0.0,0.0,0.0,0.0,0.0,160.0,190.0,1040.0,,0.0,430.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,ACI-ASTM-CG3M-J92999-Cast-Stainless-Steel,200.0,28.0,0.28,79.0,580.0,270.0,300,1450,1400,470,15.0,16.0,2.0,2.3,20.0,7.9,4.1,56,160,130.0,190.0,14.0,25.0,20.0,20.0,4.1,13.0,64.45,11.0,0.75,3.5,0.75,0.0,0.015,19.5,0.0,0.02,0.02,31.0,0.0,0.0,0.0,0.0,0.0,170.0,200.0,1020.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,ACI-ASTM-CG6MMN-J93790-Cast-Stainless-Steel,200.0,34.0,0.28,79.0,670.0,320.0,300,1420,1380,480,,17.0,,,22.0,7.8,4.8,68,180,190.0,260.0,14.0,25.0,24.0,22.0,,14.0,57.0,12.5,5.0,2.25,0.5,0.0,0.03,22.0,0.2,0.02,0.015,34.0,0.2,0.30000000000000004,0.0,0.0,0.0,190.0,260.0,1080.0,,0.0,460.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,ACI-ASTM-CG8M-J93000-Cast-Stainless-Steel,200.0,45.0,0.28,79.0,550.0,300.0,300,1450,1400,470,16.0,16.0,2.0,2.3,20.0,7.9,4.1,56,160,210.0,220.0,14.0,25.0,19.0,19.0,4.3,12.0,64.4,11.0,0.75,3.5,0.75,0.0,0.04,19.5,0.0,0.02,0.02,31.0,0.0,0.0,0.0,0.0,0.0,180.0,280.0,1020.0,110.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,ACI-ASTM-CH10-J93401-Cast-Stainless-Steel,200.0,34.0,0.27,78.0,540.0,230.0,310,1410,1370,480,15.0,16.0,2.1,2.4,20.0,7.8,3.7,53,180,150.0,140.0,14.0,25.0,19.0,19.0,3.9,12.0,60.4,13.5,0.75,0.25,1.0,0.0,0.05,24.0,0.0,0.02,0.02,25.0,0.0,0.0,0.0,0.0,0.0,160.0,180.0,1100.0,,0.0,440.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,ACI-ASTM-CH20-SCS17-J93402-Cast-Stainless-Steel,200.0,38.0,0.27,78.0,610.0,350.0,310,1410,1430,480,14.0,15.0,2.0,2.3,20.0,7.8,3.7,53,180,200.0,300.0,14.0,25.0,22.0,21.0,3.7,15.0,60.35,13.5,0.75,0.25,1.0,0.0,0.1,24.0,0.0,0.02,0.02,25.0,0.0,0.0,0.0,0.0,0.0,190.0,290.0,1100.0,,0.0,440.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,ACI-ASTM-CK20-J94202-Cast-Stainless-Steel,200.0,37.0,0.28,78.0,530.0,260.0,310,1400,1430,480,14.0,15.0,2.0,2.3,25.0,7.8,4.4,62,190,160.0,170.0,14.0,25.0,19.0,19.0,3.7,13.0,52.35,20.5,1.0,0.25,1.0,0.0,0.1,25.0,0.0,0.02,0.02,26.0,0.0,0.0,0.0,0.0,0.0,150.0,220.0,1100.0,,0.0,440.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,ACI-ASTM-CK35MN-Cast-Stainless-Steel,210.0,40.0,0.28,81.0,650.0,310.0,310,1460,1410,470,12.0,16.0,1.9,2.1,31.0,8.0,5.9,81,210,210.0,240.0,14.0,25.0,22.0,21.0,3.3,14.0,47.599999999999994,21.0,1.0,6.4,0.5,0.2,0.0175,23.0,0.0,0.0175,0.01,48.0,0.0,0.265,0.0,0.0,0.0,190.0,270.0,1100.0,,0.0,440.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,ACI-ASTM-CK3MCuN-1.4593-J93254-Cast-Stainless-Steel,200.0,39.0,0.28,80.0,620.0,290.0,300,1460,1350,460,12.0,16.0,1.9,2.1,29.0,8.0,5.6,76,190,200.0,210.0,14.0,24.0,21.0,20.0,3.2,14.0,52.9,18.5,0.6,6.5,0.5,0.75,0.0125,20.0,0.0,0.0225,0.005,45.0,0.0,0.21,0.0,0.0,0.0,180.0,250.0,1090.0,,0.0,420.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,ACI-ASTM-CN3M-J94652-Cast-Stainless-Steel,200.0,34.0,0.28,80.0,500.0,190.0,310,1450,1400,470,13.0,16.0,1.7,1.9,31.0,8.1,5.9,80,200,130.0,89.0,14.0,24.0,17.0,17.0,3.4,11.0,47.45,25.0,1.0,5.0,0.5,0.0,0.015,21.0,0.0,0.015,0.015,38.0,0.0,0.0,0.0,0.0,0.0,140.0,150.0,1100.0,,0.0,430.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,ACI-ASTM-CN3MN-J94651-Cast-Stainless-Steel,210.0,39.0,0.28,80.0,620.0,300.0,310,1460,1410,460,13.0,16.0,1.8,2.0,33.0,8.1,6.2,84,200,200.0,210.0,14.0,24.0,21.0,20.0,3.4,14.0,45.849999999999994,24.5,1.0,6.5,0.5,0.375,0.015,21.0,0.0,0.02,0.005,46.0,0.0,0.22,0.0,0.0,0.0,180.0,250.0,1100.0,,0.0,430.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,ACI-ASTM-CN7M-J95150-Cast-Stainless-Steel,200.0,44.0,0.28,77.0,480.0,200.0,310,1410,1450,470,21.0,15.0,1.6,1.8,32.0,8.1,5.6,78,210,170.0,110.0,14.0,24.0,17.0,17.0,5.6,12.0,42.95,29.0,0.75,2.5,0.75,3.5,0.035,20.5,0.0,0.02,0.02,29.0,0.0,0.0,0.0,0.0,0.0,140.0,190.0,1100.0,,0.0,430.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
